State,Areaname,2003Rural-urbanContinuumCode,2003UrbanInfluenceCode,2013Rural-urbanContinuumCode,2013UrbanInfluenceCode,"Lessthanahighschooldiploma,1970","Highschooldiplomaonly,1970","Percentofadultswithlessthanahighschooldiploma,1970","Percentofadultswithlessthanahighschooldiploma,2010-2014","Percentofadultswithahighschooldiplomaonly,2010-2014","Percentofadultscompletingsomecollegeorassociate'sdegree,2010-2014","Percentofadultswithabachelor'sdegreeorhigher,2010-2014"
NC,CaldwellCounty,2,2,2,2,20419,5526,69.4,24.1,32.2,30.3,13.4
NC,CamdenCounty,8,3,8,3,2164,426,74.8,13.4,23.9,43.3,19.3
NC,CarteretCounty,4,5,4,5,10261,4342,59.7,11.4,28,36.4,24.2
NC,CaswellCounty,8,7,8,7,7139,1629,75,24.2,35.9,29.1,10.7
NC,CatawbaCounty,2,2,2,2,29514,10614,60.4,17.3,30.3,30.8,21.5
NC,ChathamCounty,2,2,2,2,10437,3580,65.8,13.8,24.4,25.6,36.2
NC,CherokeeCounty,9,12,9,12,6754,1749,72.1,17.6,31.3,32.7,18.4
NC,ChowanCounty,7,9,6,4,3885,1060,67.8,17.1,32.7,29.3,20.9
NC,ClayCounty,9,12,9,12,2306,430,75.7,12.1,29.9,37.9,20.1
NC,ClevelandCounty,4,3,4,3,25270,7739,66.2,17.7,34.1,31.7,16.5
NC,ColumbusCounty,6,6,6,6,17053,4475,70.3,20.4,30.5,36.4,12.7
NC,CravenCounty,5,8,3,2,14679,8324,52.6,13.1,28.1,37.2,21.6
NC,CumberlandCounty,2,2,2,2,37017,28284,44.9,10.6,26.3,40.2,22.9
NC,CurrituckCounty,1,1,1,1,2921,614,73.6,15.3,31,34.5,19.2
NC,DareCounty,5,8,4,3,2782,713,66.5,8.6,24.4,37.6,29.4
NC,DavidsonCounty,4,5,2,2,36528,9897,70,18.9,33.7,29.5,17.9
NC,DavieCounty,2,2,2,2,7589,2159,71.3,14.6,31.8,28,25.6
NC,DuplinCounty,6,6,6,6,13377,4511,66.4,28.6,29.7,31.3,10.4
NC,DurhamCounty,2,2,2,2,36715,15156,52.8,12.6,17.7,24.2,45.6
NC,EdgecombeCounty,3,2,3,2,18273,4794,69.9,22.4,36.2,30.6,10.7
NC,ForsythCounty,2,2,2,2,62862,28308,54.4,13.2,26.1,28.5,32.1
NC,FranklinCounty,2,2,1,1,10696,2329,74.8,18.3,32.5,31,18.2
NC,GastonCounty,1,1,1,1,56245,13351,71,18.2,29.4,33.9,18.5
NC,GatesCounty,8,4,1,1,3510,677,76.7,17.4,37.1,32.9,12.5
NC,GrahamCounty,9,12,9,12,2756,622,76.6,20.2,32.5,30.7,16.6
NC,GranvilleCounty,6,6,4,3,12382,3061,71.5,18,32.3,32,17.7
NC,GreeneCounty,3,2,8,7,5208,1266,72.6,23.8,32.5,34.1,9.7
NC,GuilfordCounty,2,2,2,2,84297,32130,55.2,11.8,25.5,29.1,33.7
NC,HalifaxCounty,4,5,4,5,19580,5289,70.4,23.5,35.9,28.7,11.9
NC,HarnettCounty,4,5,4,3,18012,4401,71.6,15.3,30.7,35.1,18.9
NC,HaywoodCounty,2,2,2,2,15579,5835,64.3,13.5,28.8,33.9,23.8
NC,HendersonCounty,2,2,2,2,14450,6267,56.9,11.6,26.9,33.2,28.3
NC,HertfordCounty,7,11,6,4,8003,2353,66.4,23.4,31.5,30.7,14.3
NC,HokeCounty,2,2,2,2,5213,1452,70.6,15.7,27.4,38.5,18.4
NC,HydeCounty,9,10,9,10,2323,398,77.3,20.5,37.8,30.5,11.2
NC,IredellCounty,4,3,1,1,26328,8262,66.2,13.1,28.4,33.4,25.1
NC,JacksonCounty,6,6,6,5,7074,2037,66.5,13.6,27.2,29.9,29.3
NC,JohnstonCounty,2,2,1,1,23205,7169,69.4,16.1,29.8,34.1,20
NC,JonesCounty,8,5,3,2,3420,1123,68.8,16.2,33.2,36.9,13.7
NC,LeeCounty,4,5,4,5,10006,3540,61.9,18.5,27.8,33.5,20.2
NC,LenoirCounty,4,5,4,5,18419,5779,64.4,19.2,32,34.9,13.9
NC,LincolnCounty,4,3,1,1,12767,3233,71.4,17.1,29.6,33.4,19.9
NC,McDowellCounty,6,6,6,5,12005,3349,70.7,18.8,37.1,30.3,13.9
NC,MaconCounty,7,11,7,9,6520,2057,68.5,14.3,29.7,33.5,22.4
NC,MadisonCounty,2,2,2,2,6633,1573,72.3,19.7,32.6,27.5,20.3
NC,MartinCounty,6,6,6,6,9240,2282,72.4,18.7,35.9,32.5,12.9
NC,MecklenburgCounty,1,1,1,1,86382,46797,46.4,11,19.2,28.3,41.5
NC,MitchellCounty,9,12,7,10,5463,1596,68.7,18.8,34.6,30.2,16.4
NC,MontgomeryCounty,6,6,6,6,7302,1950,70.4,25.5,28.8,30.8,14.9
NC,MooreCounty,4,5,4,5,12868,4619,61.1,10,25.7,32.3,32
NC,NashCounty,3,2,3,2,20764,6333,67.2,16,34.6,31,18.4
NC,NewHanoverCounty,2,2,2,2,22408,12934,50,8.8,22.2,31.9,37.2
NC,NorthamptonCounty,9,8,9,8,9062,1557,76.5,25.5,35,28.3,11.1
NC,OnslowCounty,3,2,3,2,15368,11377,47.3,9.7,28.8,43,18.4
NC,OrangeCounty,2,2,2,2,10965,4057,42.4,8.1,15.7,20,56.2
NC,PamlicoCounty,9,8,3,2,3744,1045,72.6,13.3,31.8,34.9,19.9
NC,PasquotankCounty,7,8,4,3,8561,2800,62.6,16,29.3,35.8,18.9
NC,PenderCounty,2,2,2,2,6779,1872,70.8,14.1,31.6,32.7,21.6
NC,PerquimansCounty,9,8,8,3,3007,1081,63.9,16.1,36.8,30.5,16.7
NC,PersonCounty,2,2,2,2,9668,2708,70,17.1,36.2,32.7,14
NC,PittCounty,3,2,3,2,21560,6292,61.7,13.1,25.1,32.9,28.8
NC,PolkCounty,8,7,8,7,4418,1389,62.5,11.6,28.4,30,30
NC,RandolphCounty,2,2,2,2,29789,8030,70.7,20.9,35.3,29.7,14.1
NC,RichmondCounty,4,5,5,8,14840,4010,70.4,19.4,36.6,30.9,13.1
NC,RobesonCounty,4,5,4,5,28166,6079,71.8,27.1,32.6,27.9,12.4
NC,RockinghamCounty,2,2,2,2,27961,8036,69.2,20.8,35.8,30.3,13.1
NC,RowanCounty,4,3,1,1,34848,10045,67.4,18.1,32.7,32,17.2
NC,RutherfordCounty,4,5,4,5,18720,5186,69.5,18.6,31.6,33.3,16.4
NC,SampsonCounty,6,6,6,4,16096,5371,67.5,25.8,33.7,28.3,12.1
NC,ScotlandCounty,6,5,6,5,8511,1887,67.4,22.2,35,27.8,15
NC,StanlyCounty,6,3,6,3,16000,5329,65.9,18.4,33.3,32.6,15.6
NC,StokesCounty,2,2,2,2,9524,2875,72.3,19.5,38.4,28.6,13.6
NC,SurryCounty,4,5,4,5,20192,5851,69.4,24,30.2,30.6,15.2
NC,SwainCounty,8,7,8,7,3120,830,70.6,18.3,31.9,34.4,15.3
NC,TransylvaniaCounty,6,5,6,5,5649,2756,54.1,11.2,28.4,31.4,29
NC,TyrrellCounty,9,10,9,8,1695,254,81.4,29.4,39.7,22.9,8
NC,UnionCounty,1,1,1,1,18914,5857,67,11.3,26.4,30,32.3
NC,VanceCounty,4,5,4,3,11802,2949,68.4,22.5,36.5,28.3,12.7
NC,WakeCounty,2,2,1,1,54276,26620,46.4,8.1,16.8,26.8,48.3
NC,WarrenCounty,8,7,8,4,5953,1651,71,22.7,34.6,27.5,15.2
NC,WashingtonCounty,7,9,7,9,4431,1709,63.5,22.2,38.1,30.2,9.5
NC,WataugaCounty,6,5,5,8,6565,1896,61.4,11.7,20.3,30,38
NC,WayneCounty,3,2,3,2,25120,10730,59.6,17.8,29.6,35.3,17.2
NC,WilkesCounty,6,5,6,3,19246,5427,71.3,25.7,32.6,28.8,12.9
NC,WilsonCounty,4,5,4,3,19607,5440,66.3,20.9,32.8,27.9,18.4
NC,YadkinCounty,2,2,2,2,10050,3142,70.5,21.7,35.5,29.8,13
NC,YanceyCounty,8,7,8,7,5416,1294,74.7,16.7,33.3,31.2,18.7
ND,NorthDakota,,,,,158151,87806,49.7,8.7,27.4,36.6,27.3
ND,AdamsCounty,9,12,9,12,1110,611,52.3,4.9,36.6,34.5,23.9
ND,BarnesCounty,6,6,6,6,3920,2201,49.6,10.3,32.4,33,24.3
ND,BensonCounty,9,12,9,12,2620,980,60.4,17.2,34.9,35.5,12.5
ND,BillingsCounty,9,8,9,10,424,93,70.1,9.3,39.3,31.9,19.5
ND,BottineauCounty,9,10,9,10,2879,1432,53.6,11.3,30.8,39.9,17.9
ND,BowmanCounty,9,12,9,12,994,649,47.1,11.3,33.7,35,20
ND,BurkeCounty,9,10,9,10,1611,701,58.9,12.4,33.3,35.8,18.5
ND,BurleighCounty,3,2,3,2,8259,5863,40.3,6.3,24.6,35.7,33.4
ND,CassCounty,3,2,3,2,12900,11446,35.4,5.2,20.3,37.1,37.4
ND,CavalierCounty,9,12,9,12,2432,1223,53.4,11.2,26.4,43.3,19
ND,DickeyCounty,9,10,9,10,2197,969,54.3,12.9,30.9,31.3,25
ND,DivideCounty,9,10,9,10,1425,763,54.3,9.8,33.4,33.5,23.3
ND,DunnCounty,9,10,9,10,1616,509,65.6,8.7,35.8,36.2,19.3
ND,EddyCounty,9,12,9,12,1306,565,56,13.4,30.3,36.5,19.9
ND,EmmonsCounty,8,7,8,7,2515,661,69.5,16.8,34.6,33.8,14.8
ND,FosterCounty,9,10,9,10,1361,754,53.4,11.9,31.2,36.9,20
ND,GoldenValleyCounty,9,12,9,12,750,388,52.3,8.7,25.1,44.1,22.1
ND,GrandForksCounty,3,2,3,2,9869,8571,36.5,7.4,24.3,35.6,32.6
ND,GrantCounty,8,7,8,7,1765,636,65.8,12.4,38.3,32.1,17.2
ND,GriggsCounty,9,12,9,12,1477,621,58.5,13,33.6,35.1,18.4
ND,HettingerCounty,9,10,9,10,1524,631,57.4,12.6,36.1,35.3,16
ND,KidderCounty,8,7,8,7,1581,545,67,13.9,30.1,36.9,19.1
ND,LaMoureCounty,9,10,9,10,2367,1013,57.8,12.4,31.2,34.4,22.1
ND,LoganCounty,9,10,9,10,1773,341,77.8,19.4,37.7,28.9,14
ND,McHenryCounty,9,8,9,8,2792,1354,56.4,11.8,36.8,35.7,15.7
ND,McIntoshCounty,9,12,9,12,2445,468,73.8,23.6,29.4,28.9,18.1
ND,McKenzieCounty,9,10,9,10,1797,897,54.7,9.8,30.8,38.3,21.1
ND,McLeanCounty,8,7,8,7,3537,1578,56.1,9.9,34,38.6,17.6
ND,MercerCounty,6,6,7,11,2558,612,72.5,10.3,30.2,39.7,19.8
ND,MortonCounty,3,2,3,2,6125,2390,59.7,9.1,29.5,36.1,25.3
ND,MountrailCounty,9,10,9,10,2503,1358,54,9.6,30,41.8,18.6
ND,NelsonCounty,8,7,8,7,2077,945,57.5,9.7,28.3,42.6,19.4
ND,OliverCounty,8,7,3,2,844,222,71.6,15.5,30,35,19.6
ND,PembinaCounty,9,12,9,12,3279,1684,53.6,11.3,37.2,32.7,18.8
ND,PierceCounty,7,11,7,9,2012,735,58.5,16.7,31.1,36.8,15.3
ND,RamseyCounty,7,11,7,11,3327,2030,47.7,10.6,28.4,38.2,22.8
ND,RansomCounty,8,7,8,7,2184,1300,51.3,10.3,37.1,34,18.6
ND,RenvilleCounty,9,8,9,8,1034,679,48.4,7.6,29,46.5,16.9
ND,RichlandCounty,6,5,6,5,5023,2262,53.2,8.1,27.4,42,22.4
ND,RoletteCounty,9,12,9,12,3198,1026,64.4,18.5,21.6,39.9,20
ND,SargentCounty,9,10,9,10,1845,957,55.8,9.8,33.4,36.8,20.1
ND,SheridanCounty,9,12,9,12,1334,367,69.3,13.2,37.1,32.8,16.9
ND,SiouxCounty,8,7,3,2,919,375,60.5,14.9,29.1,38.5,17.4
ND,SlopeCounty,9,10,9,12,364,211,50.6,13.4,31.6,31.4,23.6
ND,StarkCounty,7,8,7,8,5114,2059,57,10.1,30.8,34.8,24.3
ND,SteeleCounty,8,7,8,7,1007,761,46.5,7.6,31.9,43.1,17.4
ND,StutsmanCounty,7,8,7,8,7158,3320,54.9,12.7,37,27.9,22.3
ND,TownerCounty,9,12,9,12,1355,853,51.4,7.8,33.3,40,18.8
ND,TraillCounty,8,7,8,7,2624,1418,47.6,9.6,24.7,37.9,27.9
ND,WalshCounty,6,6,6,6,5649,2147,60.6,14.3,34.5,33,18.1
ND,WardCounty,5,8,5,8,10203,9122,37.8,6.7,29.5,38.6,25.3
ND,WellsCounty,9,12,9,12,2513,1211,56.6,15.9,34,30.4,19.7
ND,WilliamsCounty,7,8,7,8,4656,3299,46.3,9.6,30.2,41.1,19.1
OH,Ohio,,,,,2665837,2010237,46.8,11.2,34.5,28.7,25.6
OH,AdamsCounty,6,4,6,4,7177,2756,66.8,23,44.1,23.2,9.8
OH,AllenCounty,3,2,3,2,27480,22765,46.8,11.7,39.7,31.4,17.2
OH,AshlandCounty,4,5,4,3,9791,9079,43.1,12.8,44.1,23.3,19.7
OH,AshtabulaCounty,4,3,4,3,25537,20973,48.1,14.4,44.9,27.2,13.4
OH,AthensCounty,4,5,4,3,9833,7759,42.2,10.6,31.6,28.9,28.8
OH,AuglaizeCounty,4,5,4,5,9407,8454,46,8.1,42.4,31.3,18.2
OH,BelmontCounty,3,2,3,2,26463,16968,55.4,10.7,44.4,29.9,14.9
OH,BrownCounty,1,1,1,1,8536,4663,58.8,17.3,47.6,23.7,11.4
OH,ButlerCounty,1,1,1,1,59777,36619,52.2,10.4,34.3,27.3,28.1
OH,CarrollCounty,2,2,2,2,6072,4425,52,13.4,49.3,26.7,10.6
OH,ChampaignCounty,6,5,6,3,7846,6863,47.2,11.9,44.9,27.2,16
OH,ClarkCounty,3,2,3,2,41310,30241,49.2,13.6,36.7,31.6,18.2
OH,ClermontCounty,1,1,1,1,27112,14725,56.7,11.3,34.8,27.7,26.2
OH,ClintonCounty,6,3,6,3,7393,6528,44.5,12.5,42.6,29.7,15.2
OH,ColumbianaCounty,4,5,4,3,32157,21822,53,12.8,46.9,26.7,13.6
OH,CoshoctonCounty,6,3,6,3,9200,7549,48.2,15.9,48.9,23.1,12.1
OH,CrawfordCounty,4,5,4,3,12096,11385,44.3,12.6,44.9,29.9,12.6
OH,CuyahogaCounty,1,1,1,1,448233,319677,46.4,12.2,28.4,29.1,30.3
OH,DarkeCounty,6,5,6,5,13406,10320,50,12.7,49.9,25.8,11.6
OH,DefianceCounty,4,5,4,5,8277,7170,45.3,10.9,44.4,28.5,16.3
OH,DelawareCounty,1,1,1,1,8507,8570,38.7,3.7,20.3,24.9,51.1
OH,ErieCounty,3,2,4,3,17375,16123,43.1,10.1,39.3,29.5,21.1
OH,FairfieldCounty,1,1,1,1,17592,16322,44.4,8.4,34.4,31,26.2
OH,FayetteCounty,6,3,6,3,7625,5169,53,16,45.7,24.5,13.8
OH,FranklinCounty,1,1,1,1,165662,149716,38.9,10.2,25.5,27.5,36.7
OH,FultonCounty,2,2,2,2,7351,7568,42.9,10.9,40.7,31.7,16.7
OH,GalliaCounty,6,5,6,5,8882,3914,62,20.7,40.5,24.1,14.7
OH,GeaugaCounty,1,1,1,1,12199,11897,38.1,9,28.1,26.9,36
OH,GreeneCounty,2,2,2,2,22949,22768,37.6,7.6,25.8,29.6,36.9
OH,GuernseyCounty,6,5,6,5,11945,7908,53.7,14.8,43.4,28.6,13.2
OH,HamiltonCounty,1,1,1,1,244457,141484,49.1,10.8,27.2,27.7,34.3
OH,HancockCounty,4,5,4,5,12013,13686,36.7,8.2,36.9,29.9,24.9
OH,HardinCounty,6,6,6,6,7394,6203,46.4,13,49,23.5,14.5
OH,HarrisonCounty,6,6,6,6,5226,3700,53.3,13.2,49,28.4,9.5
OH,HenryCounty,6,6,6,6,6802,5936,47,9.7,44,31.5,14.8
OH,HighlandCounty,6,4,6,4,8837,5986,53.4,17.8,43.4,27.6,11.2
OH,HockingCounty,6,4,1,1,6124,3918,54.7,13.1,44.5,28.7,13.7
OH,HolmesCounty,7,9,7,9,7482,2965,66.4,44.2,33.5,14.5,7.8
OH,HuronCounty,4,5,4,3,11389,10702,44.2,12,47.8,27.1,13.1
OH,JacksonCounty,7,9,7,8,9085,4657,60.1,17.3,42.5,22.8,17.3
OH,JeffersonCounty,3,2,3,2,29570,19498,54.1,10.5,43.1,31.2,15.2
OH,KnoxCounty,4,3,4,3,9230,9957,40.3,12.6,40.7,25.3,21.4
OH,LakeCounty,1,1,1,1,40305,42053,39.7,8.7,33.8,31.5,26
OH,LawrenceCounty,2,2,2,2,17520,10647,56.3,14.7,44.2,26.3,14.8
OH,LickingCounty,1,1,1,1,25280,23052,44.1,10.6,37.7,29.1,22.6
OH,LoganCounty,4,3,6,3,8850,8713,44.8,13.4,48.6,23.1,14.8
OH,LorainCounty,1,1,1,1,61133,48587,47.4,10.9,34.3,32.5,22.3
OH,LucasCounty,2,2,2,2,126658,86117,48.3,11.6,31.9,32.3,24.2
OH,MadisonCounty,1,1,1,1,8350,5249,54.1,14.3,40.4,29.6,15.7
OH,MahoningCounty,2,2,2,2,83044,59402,49,10.8,39,28.6,21.5
OH,MarionCounty,4,3,4,3,16338,13764,46.9,14.1,42.5,30.9,12.5
OH,MedinaCounty,1,1,1,1,17125,17994,40.4,6.5,32.7,30.9,29.9
OH,MeigsCounty,6,6,6,6,6840,3602,60.3,17.6,43.7,26.8,11.9
OH,MercerCounty,7,8,7,8,9079,6530,51.2,8.8,48.3,27,15.9
OH,MiamiCounty,2,2,2,2,20280,17918,44.5,11.3,38.5,30.5,19.7
OH,MonroeCounty,8,6,8,7,4805,3136,55,14.2,50.2,25.2,10.3
OH,MontgomeryCounty,2,2,2,2,143204,111244,44.5,11.4,29.3,34.5,24.8
OH,MorganCounty,6,7,6,4,3659,2639,52.2,13.5,46.9,28.9,10.7
OH,MorrowCounty,1,1,1,1,5164,4987,45.4,12.6,45.9,27.6,13.8
OH,MuskingumCounty,4,3,4,3,21041,15569,50,13.4,44.4,27.7,14.6
OH,NobleCounty,6,7,7,10,3170,2211,54.2,19.2,51.7,19.5,9.5
OH,OttawaCounty,2,2,4,5,9848,7505,48.3,7.7,39.7,31.3,21.4
OH,PauldingCounty,6,6,6,6,4692,3883,48.1,10.1,49.5,27.7,12.7
OH,PerryCounty,6,4,1,1,8296,5341,56.2,16.1,45.5,27.4,11
OH,PickawayCounty,1,1,1,1,10052,8281,47.4,14.9,43.2,25.6,16.4
OH,PikeCounty,7,9,7,9,6280,2663,61.7,22.9,44.1,21.6,11.4
OH,PortageCounty,2,2,2,2,24511,20400,43.2,9,38.4,27.1,25.5
OH,PrebleCounty,2,2,6,4,9387,7248,50.5,12.6,45.2,30,12.2
OH,PutnamCounty,6,6,6,6,7118,5890,47.8,7.3,43,29.5,20.2
OH,RichlandCounty,3,2,3,2,33569,26126,48.8,13.3,41.3,29.5,15.9
OH,RossCounty,4,3,4,3,18941,11222,55.2,15.1,43.4,26.4,15
OH,SanduskyCounty,4,5,4,5,14392,13081,45.2,10.5,41.8,33.6,14.1
OH,SciotoCounty,4,5,4,5,26017,12787,60,17.7,39.7,28.2,14.4
OH,SenecaCounty,4,5,4,5,14128,12124,45.3,10.4,45.6,29.4,14.7
OH,ShelbyCounty,4,5,4,5,9341,7515,48.6,10.9,45.2,28.4,15.6
OH,StarkCounty,2,2,2,2,96721,77047,47.6,10.3,38.7,29.6,21.5
OH,SummitCounty,2,2,2,2,133153,104916,44.6,9.3,32.4,28.3,29.9
OH,TrumbullCounty,2,2,2,2,57843,49280,46.5,11.7,44.9,26,17.4
OH,TuscarawasCounty,4,5,4,5,21627,16967,50,13.4,47.9,24,14.7
OH,UnionCounty,1,1,1,1,5889,5229,45.1,8.4,37.2,28.4,26
OH,VanWertCounty,6,5,6,5,6920,7052,42.5,9.1,48.4,27.1,15.4
OH,VintonCounty,9,10,8,4,3166,1490,61.5,21,45.6,24.7,8.7
OH,WarrenCounty,1,1,1,1,22689,13476,54.6,7.6,27.3,26.4,38.7
OH,WashingtonCounty,3,2,4,5,13735,12108,44.8,10.9,42.6,29.9,16.6
OH,WayneCounty,4,3,4,3,20628,16722,46.4,14.8,42.1,22.9,20.2
OH,WilliamsCounty,7,9,6,6,7930,7523,43.4,11,46.1,29.2,13.7
OH,WoodCounty,2,2,2,2,17030,16674,40.2,6.3,31,31.9,30.8
OH,WyandotCounty,7,9,7,9,5290,4885,45.2,10.5,49.2,27.3,13
OK,Oklahoma,,,,,688737,426577,48.4,13.3,31.7,31.2,23.8
OK,AdairCounty,6,6,6,6,6094,1476,73.7,21.5,42,23.6,12.9
OK,AlfalfaCounty,9,10,9,10,2058,1648,42.9,14.3,38.6,26.8,20.3
OK,AtokaCounty,7,9,9,9,4784,1136,74.1,17.9,42.3,26.7,13.1
OK,BeaverCounty,9,10,9,10,1869,1193,49.5,17.3,37,27.8,17.9
OK,BeckhamCounty,7,11,7,8,6051,2612,59.8,16.5,39.7,26.9,16.9
OK,BlaineCounty,6,4,6,4,3993,2135,55.3,16,39.1,28.1,16.7
OK,BryanCounty,6,5,6,5,8799,3286,59.2,16.1,34.4,28.8,20.7
OK,CaddoCounty,6,4,6,4,9965,4251,61,15.9,40.9,28.2,15
OK,CanadianCounty,1,1,1,1,7304,6586,42,8.5,28.7,37.4,25.4
OK,CarterCounty,5,8,5,8,11962,6365,53.7,14.5,41,26.2,18.2
OK,CherokeeCounty,6,5,6,5,7168,2116,62.4,14.6,30.3,31.2,23.9
OK,ChoctawCounty,7,9,7,9,6412,1620,71.3,20.6,39.8,25.4,14.2
OK,CimarronCounty,9,10,9,10,1079,775,45.4,16.3,36.7,29.6,17.5
OK,ClevelandCounty,1,1,1,1,13630,11263,35.5,8.7,27,33.2,31
OK,CoalCounty,9,10,9,10,2267,612,68.2,17.2,43.9,25.8,13
OK,ComancheCounty,3,2,3,2,16811,16144,37.9,10.7,33.5,35.4,20.4
OK,CottonCounty,6,6,3,2,2475,1264,58.2,15.6,41.4,27,16
OK,CraigCounty,6,6,6,6,5354,2853,56.8,16.5,40,29.6,13.9
OK,CreekCounty,2,2,2,2,15667,7271,60.5,14.7,39.5,30.8,15
OK,CusterCounty,7,11,7,8,5142,3394,44.4,14.5,34.8,23.5,27.3
OK,DelawareCounty,6,6,6,6,6890,2593,64.2,15.6,38.5,29.5,16.4
OK,DeweyCounty,9,10,9,10,2034,1092,55.8,11.3,40.2,25.8,22.6
OK,EllisCounty,9,10,9,10,1820,926,55.4,10.5,35.7,28.9,24.9
OK,GarfieldCounty,5,8,5,8,13022,10788,41.4,13.9,35.7,28.9,21.5
OK,GarvinCounty,6,4,6,4,9195,3781,60.6,16.3,43.7,25,15
OK,GradyCounty,1,1,1,1,9798,4593,56.5,14.4,37.1,31.3,17.2
OK,GrantCounty,9,10,9,10,1950,1825,41.3,9.8,36.1,31.9,22.1
OK,GreerCounty,7,9,7,9,3095,1274,60.1,19.9,35.3,31.6,13.2
OK,HarmonCounty,9,10,9,10,2033,723,63.4,21.3,28.6,29.6,20.5
OK,HarperCounty,9,10,9,10,1477,1053,47.2,15.7,40.3,26.1,17.9
OK,HaskellCounty,6,6,6,6,4153,1006,73,22.2,37.6,28.8,11.4
OK,HughesCounty,7,9,7,9,5747,1945,67.1,21.9,38.3,28.7,11.1
OK,JacksonCounty,5,8,7,8,6895,5309,45,16.8,27.6,35.8,19.8
OK,JeffersonCounty,8,7,8,7,2904,1195,62.2,17.4,44.3,27,11.4
OK,JohnstonCounty,7,9,9,9,3354,714,71.8,19.9,31.8,30.4,17.9
OK,KayCounty,5,8,5,8,12195,9161,41.8,13,33,34.3,19.7
OK,KingfisherCounty,6,4,6,4,3746,2524,49.7,14.3,35.4,30.9,19.4
OK,KiowaCounty,6,6,6,6,4510,2331,56.2,16.1,34.3,31,18.5
OK,LatimerCounty,7,9,7,9,3135,912,66.5,15.7,33.4,36.8,14.1
OK,LeFloreCounty,2,2,2,2,12532,3862,67.2,19.4,38.4,29.2,12.9
OK,LincolnCounty,1,1,1,1,6807,3377,57.7,15.4,39.6,31.8,13.1
OK,LoganCounty,1,1,1,1,5930,3293,53.2,9,33.3,31.3,26.5
OK,LoveCounty,9,8,9,9,2211,871,64.8,16.4,43.2,24.3,16.1
OK,McClainCounty,1,1,1,1,4991,2213,60.3,12.7,34.8,31,21.5
OK,McCurtainCounty,7,11,7,11,11048,3231,70.3,19,40.9,25.8,14.2
OK,McIntoshCounty,6,6,6,6,5081,1666,66.9,17.2,38.6,30.7,13.5
OK,MajorCounty,9,9,9,9,2407,1488,51.8,13,41.2,29.6,16.2
OK,MarshallCounty,6,6,6,6,3168,1035,63.7,19.6,35.2,31,14.2
OK,MayesCounty,6,6,6,6,8066,3888,58.4,14.6,38.2,31.3,15.9
OK,MurrayCounty,7,9,7,9,4115,1547,61.8,18.9,38.9,22,20.2
OK,MuskogeeCounty,4,5,4,5,19203,9072,56.1,14.8,35,31.6,18.7
OK,NobleCounty,6,4,6,4,3119,1857,50.9,12.6,35.1,31,21.3
OK,NowataCounty,6,6,6,6,3983,1573,64.2,15.8,40.8,30.2,13.1
OK,OkfuskeeCounty,6,6,6,4,4194,1413,66.4,20.8,37.9,30.9,10.5
OK,OklahomaCounty,1,1,1,1,111631,93042,39.3,13.9,25.2,30.7,30.2
OK,OkmulgeeCounty,2,2,2,2,12223,5329,59.7,13.7,37.8,34.1,14.5
OK,OsageCounty,2,2,2,2,9607,5500,53.6,12.8,41.6,29.5,16.2
OK,OttawaCounty,6,5,6,5,9006,4906,52.7,16.5,35.9,33.9,13.8
OK,PawneeCounty,2,2,2,2,4107,2035,57.6,12.3,43.3,27.9,16.5
OK,PayneCounty,4,5,4,3,8718,5743,38.3,9.2,26.8,27.6,36.4
OK,PittsburgCounty,5,8,5,8,13429,5921,59.2,15.5,36.6,32.3,15.6
OK,PontotocCounty,7,8,7,8,8866,3909,54.4,13.4,33.1,26.4,27.1
OK,PottawatomieCounty,4,3,4,3,13476,7585,53.8,13,36.2,32.8,18
OK,PushmatahaCounty,9,11,9,12,3900,1123,69.1,19.1,39.4,29.3,12.2
OK,RogerMillsCounty,9,12,9,10,1764,777,62,8.3,38.5,32,21.2
OK,RogersCounty,2,2,2,2,8459,5251,52.7,9.4,32.9,34.7,23.1
OK,SeminoleCounty,7,9,7,9,9591,3712,62.7,17.9,36.9,31.8,13.4
OK,SequoyahCounty,2,2,2,2,8433,2613,67.3,17.7,40.4,28.8,13.1
OK,StephensCounty,4,5,4,3,11439,6899,52.3,13.8,40.2,28.5,17.5
OK,TexasCounty,7,8,7,8,3845,2563,45.4,29.8,27.9,22.8,19.5
OK,TillmanCounty,6,6,6,6,4454,1896,59,24.2,37.9,21.8,16.1
OK,TulsaCounty,2,2,2,2,85134,76680,38.6,11.4,26,32.5,30
OK,WagonerCounty,2,2,2,2,7281,3471,59.7,10.8,35,32.7,21.5
OK,WashingtonCounty,4,5,4,5,8032,8496,32.1,10.1,33.7,30.1,26.1
OK,WashitaCounty,7,11,7,9,4123,2156,55.6,13.2,40.6,28.7,17.6
OK,WoodsCounty,7,11,7,9,3062,1692,45.4,11.7,32.3,30.3,25.7
OK,WoodwardCounty,7,8,7,8,4465,3147,48.2,13.9,39.4,28,18.8
OR,Oregon,,,,,461957,404406,40,10.5,24.5,34.9,30.1
OR,BakerCounty,7,9,7,11,4074,2935,46.4,10.2,32.2,37.1,20.4
OR,BentonCounty,3,2,3,2,5939,6856,25.1,5.4,15,28.2,51.4
OR,ClackamasCounty,1,1,1,1,32953,32530,36.3,7.2,23.8,37.1,32
OR,ClatsopCounty,4,3,4,3,7562,5757,45.1,9.1,25.7,41.5,23.6
